Leading Cancer Sites,Leading Cancer Sites Code,Sex,Sex Code,Year,States,States Code,Count
Brain and Other Nervous System,31010-31040,Female,F,2007,Illinois,17,403
Brain and Other Nervous System,31010-31040,Female,F,2007,Indiana,18,235
Brain and Other Nervous System,31010-31040,Female,F,2007,Iowa,19,107
Brain and Other Nervous System,31010-31040,Female,F,2007,Kansas,20,99
Brain and Other Nervous System,31010-31040,Female,F,2007,Kentucky,21,160
Brain and Other Nervous System,31010-31040,Female,F,2007,Louisiana,22,112
Brain and Other Nervous System,31010-31040,Female,F,2007,Maine,23,50
Brain and Other Nervous System,31010-31040,Female,F,2007,Maryland,24,172
Brain and Other Nervous System,31010-31040,Female,F,2007,Massachusetts,25,228
Brain and Other Nervous System,31010-31040,Female,F,2007,Michigan,26,351
Brain and Other Nervous System,31010-31040,Female,F,2007,Minnesota,27,143
Brain and Other Nervous System,31010-31040,Female,F,2007,Mississippi,28,95
Brain and Other Nervous System,31010-31040,Female,F,2007,Missouri,29,213
Brain and Other Nervous System,31010-31040,Female,F,2007,Montana,30,22
Brain and Other Nervous System,31010-31040,Female,F,2007,Nebraska,31,65
Brain and Other Nervous System,31010-31040,Female,F,2007,Nevada,32,74
Brain and Other Nervous System,31010-31040,Female,F,2007,New Hampshire,33,37
Brain and Other Nervous System,31010-31040,Female,F,2007,New Jersey,34,315
Brain and Other Nervous System,31010-31040,Female,F,2007,New Mexico,35,46
Brain and Other Nervous System,31010-31040,Female,F,2007,New York,36,623
Brain and Other Nervous System,31010-31040,Female,F,2007,North Carolina,37,270
Brain and Other Nervous System,31010-31040,Female,F,2007,North Dakota,38,25
Brain and Other Nervous System,31010-31040,Female,F,2007,Ohio,39,402
Brain and Other Nervous System,31010-31040,Female,F,2007,Oklahoma,40,127
Brain and Other Nervous System,31010-31040,Female,F,2007,Oregon,41,122
Brain and Other Nervous System,31010-31040,Female,F,2007,Pennsylvania,42,508
Brain and Other Nervous System,31010-31040,Female,F,2007,Rhode Island,44,33
Brain and Other Nervous System,31010-31040,Female,F,2007,South Carolina,45,142
Brain and Other Nervous System,31010-31040,Female,F,2007,South Dakota,46,35
Brain and Other Nervous System,31010-31040,Female,F,2007,Tennessee,47,174
Brain and Other Nervous System,31010-31040,Female,F,2007,Texas,48,692
Brain and Other Nervous System,31010-31040,Female,F,2007,Utah,49,65
Brain and Other Nervous System,31010-31040,Female,F,2007,Vermont,50,28
Brain and Other Nervous System,31010-31040,Female,F,2007,Virginia,51,223
Brain and Other Nervous System,31010-31040,Female,F,2007,Washington,53,213
Brain and Other Nervous System,31010-31040,Female,F,2007,West Virginia,54,93
Brain and Other Nervous System,31010-31040,Female,F,2007,Wisconsin,55,216
Brain and Other Nervous System,31010-31040,Female,F,2008,Alabama,1,171
Brain and Other Nervous System,31010-31040,Female,F,2008,Alaska,2,21
Brain and Other Nervous System,31010-31040,Female,F,2008,Arizona,4,204
Brain and Other Nervous System,31010-31040,Female,F,2008,Arkansas,5,98
Brain and Other Nervous System,31010-31040,Female,F,2008,California,6,946
Brain and Other Nervous System,31010-31040,Female,F,2008,Colorado,8,157
Brain and Other Nervous System,31010-31040,Female,F,2008,Connecticut,9,118
Brain and Other Nervous System,31010-31040,Female,F,2008,Delaware,10,31
Brain and Other Nervous System,31010-31040,Female,F,2008,District of Columbia,11,17
Brain and Other Nervous System,31010-31040,Female,F,2008,Florida,12,643
Brain and Other Nervous System,31010-31040,Female,F,2008,Georgia,13,260
Brain and Other Nervous System,31010-31040,Female,F,2008,Hawaii,15,23
Brain and Other Nervous System,31010-31040,Female,F,2008,Idaho,16,53
Brain and Other Nervous System,31010-31040,Female,F,2008,Illinois,17,428
Brain and Other Nervous System,31010-31040,Female,F,2008,Indiana,18,215
Brain and Other Nervous System,31010-31040,Female,F,2008,Iowa,19,101
Brain and Other Nervous System,31010-31040,Female,F,2008,Kansas,20,81
Brain and Other Nervous System,31010-31040,Female,F,2008,Kentucky,21,149
Brain and Other Nervous System,31010-31040,Female,F,2008,Louisiana,22,123
Brain and Other Nervous System,31010-31040,Female,F,2008,Maine,23,48
Brain and Other Nervous System,31010-31040,Female,F,2008,Maryland,24,174
Brain and Other Nervous System,31010-31040,Female,F,2008,Massachusetts,25,248
Brain and Other Nervous System,31010-31040,Female,F,2008,Michigan,26,381
Brain and Other Nervous System,31010-31040,Female,F,2008,Minnesota,27,159
Brain and Other Nervous System,31010-31040,Female,F,2008,Mississippi,28,81
Brain and Other Nervous System,31010-31040,Female,F,2008,Missouri,29,203
Brain and Other Nervous System,31010-31040,Female,F,2008,Montana,30,32
Brain and Other Nervous System,31010-31040,Female,F,2008,Nebraska,31,74
Brain and Other Nervous System,31010-31040,Female,F,2008,Nevada,32,63
Brain and Other Nervous System,31010-31040,Female,F,2008,New Hampshire,33,46
Brain and Other Nervous System,31010-31040,Female,F,2008,New Jersey,34,295
Brain and Other Nervous System,31010-31040,Female,F,2008,New Mexico,35,53
Brain and Other Nervous System,31010-31040,Female,F,2008,New York,36,625
Brain and Other Nervous System,31010-31040,Female,F,2008,North Carolina,37,267
Brain and Other Nervous System,31010-31040,Female,F,2008,North Dakota,38,17
Brain and Other Nervous System,31010-31040,Female,F,2008,Ohio,39,464
Brain and Other Nervous System,31010-31040,Female,F,2008,Oklahoma,40,112
Brain and Other Nervous System,31010-31040,Female,F,2008,Oregon,41,126
Brain and Other Nervous System,31010-31040,Female,F,2008,Pennsylvania,42,502
Brain and Other Nervous System,31010-31040,Female,F,2008,Rhode Island,44,32
Brain and Other Nervous System,31010-31040,Female,F,2008,South Carolina,45,126
Brain and Other Nervous System,31010-31040,Female,F,2008,South Dakota,46,27
Brain and Other Nervous System,31010-31040,Female,F,2008,Tennessee,47,218
Brain and Other Nervous System,31010-31040,Female,F,2008,Texas,48,704
Brain and Other Nervous System,31010-31040,Female,F,2008,Utah,49,85
Brain and Other Nervous System,31010-31040,Female,F,2008,Vermont,50,20
Brain and Other Nervous System,31010-31040,Female,F,2008,Virginia,51,215
Brain and Other Nervous System,31010-31040,Female,F,2008,Washington,53,231
Brain and Other Nervous System,31010-31040,Female,F,2008,West Virginia,54,72
Brain and Other Nervous System,31010-31040,Female,F,2008,Wisconsin,55,184
Brain and Other Nervous System,31010-31040,Female,F,2009,Alabama,1,161
Brain and Other Nervous System,31010-31040,Female,F,2009,Alaska,2,18
Brain and Other Nervous System,31010-31040,Female,F,2009,Arizona,4,211
Brain and Other Nervous System,31010-31040,Female,F,2009,Arkansas,5,96
Brain and Other Nervous System,31010-31040,Female,F,2009,California,6,1015
Brain and Other Nervous System,31010-31040,Female,F,2009,Colorado,8,161
Brain and Other Nervous System,31010-31040,Female,F,2009,Connecticut,9,133
Brain and Other Nervous System,31010-31040,Female,F,2009,Delaware,10,32
Brain and Other Nervous System,31010-31040,Female,F,2009,District of Columbia,11,18
Brain and Other Nervous System,31010-31040,Female,F,2009,Florida,12,687
Brain and Other Nervous System,31010-31040,Female,F,2009,Georgia,13,261
Brain and Other Nervous System,31010-31040,Female,F,2009,Hawaii,15,25
Brain and Other Nervous System,31010-31040,Female,F,2009,Idaho,16,39
Brain and Other Nervous System,31010-31040,Female,F,2009,Illinois,17,390
Brain and Other Nervous System,31010-31040,Female,F,2009,Indiana,18,204
Brain and Other Nervous System,31010-31040,Female,F,2009,Iowa,19,118
Brain and Other Nervous System,31010-31040,Female,F,2009,Kansas,20,75
Brain and Other Nervous System,31010-31040,Female,F,2009,Kentucky,21,172
Brain and Other Nervous System,31010-31040,Female,F,2009,Louisiana,22,130
Brain and Other Nervous System,31010-31040,Female,F,2009,Maine,23,51
Brain and Other Nervous System,31010-31040,Female,F,2009,Maryland,24,180
Brain and Other Nervous System,31010-31040,Female,F,2009,Massachusetts,25,213
Brain and Other Nervous System,31010-31040,Female,F,2009,Michigan,26,350
Brain and Other Nervous System,31010-31040,Female,F,2009,Minnesota,27,150
Brain and Other Nervous System,31010-31040,Female,F,2009,Mississippi,28,73
Brain and Other Nervous System,31010-31040,Female,F,2009,Missouri,29,209
Brain and Other Nervous System,31010-31040,Female,F,2009,Montana,30,36
Brain and Other Nervous System,31010-31040,Female,F,2009,Nebraska,31,57
Brain and Other Nervous System,31010-31040,Female,F,2009,Nevada,32,58
Brain and Other Nervous System,31010-31040,Female,F,2009,New Hampshire,33,48
Brain and Other Nervous System,31010-31040,Female,F,2009,New Jersey,34,291
Brain and Other Nervous System,31010-31040,Female,F,2009,New Mexico,35,61
Brain and Other Nervous System,31010-31040,Female,F,2009,New York,36,653
Brain and Other Nervous System,31010-31040,Female,F,2009,North Carolina,37,307
Brain and Other Nervous System,31010-31040,Female,F,2009,North Dakota,38,23
Brain and Other Nervous System,31010-31040,Female,F,2009,Ohio,39,429
Brain and Other Nervous System,31010-31040,Female,F,2009,Oklahoma,40,131
Brain and Other Nervous System,31010-31040,Female,F,2009,Oregon,41,123
Brain and Other Nervous System,31010-31040,Female,F,2009,Pennsylvania,42,466
Brain and Other Nervous System,31010-31040,Female,F,2009,Rhode Island,44,35
Brain and Other Nervous System,31010-31040,Female,F,2009,South Carolina,45,130
Brain and Other Nervous System,31010-31040,Female,F,2009,South Dakota,46,22
Brain and Other Nervous System,31010-31040,Female,F,2009,Tennessee,47,249
Brain and Other Nervous System,31010-31040,Female,F,2009,Texas,48,743
Brain and Other Nervous System,31010-31040,Female,F,2009,Utah,49,68
Brain and Other Nervous System,31010-31040,Female,F,2009,Vermont,50,34
Brain and Other Nervous System,31010-31040,Female,F,2009,Virginia,51,274
Brain and Other Nervous System,31010-31040,Female,F,2009,Washington,53,230
Brain and Other Nervous System,31010-31040,Female,F,2009,West Virginia,54,56
Brain and Other Nervous System,31010-31040,Female,F,2009,Wisconsin,55,211
Brain and Other Nervous System,31010-31040,Female,F,2009,Wyoming,56,20
Brain and Other Nervous System,31010-31040,Female,F,2010,Alabama,1,153
Brain and Other Nervous System,31010-31040,Female,F,2010,Alaska,2,25
Brain and Other Nervous System,31010-31040,Female,F,2010,Arizona,4,201
Brain and Other Nervous System,31010-31040,Female,F,2010,Arkansas,5,97
Brain and Other Nervous System,31010-31040,Female,F,2010,California,6,1040
Brain and Other Nervous System,31010-31040,Female,F,2010,Colorado,8,146
Brain and Other Nervous System,31010-31040,Female,F,2010,Connecticut,9,128
Brain and Other Nervous System,31010-31040,Female,F,2010,Delaware,10,29
Brain and Other Nervous System,31010-31040,Female,F,2010,District of Columbia,11,19
Brain and Other Nervous System,31010-31040,Female,F,2010,Florida,12,663
Brain and Other Nervous System,31010-31040,Female,F,2010,Georgia,13,258
Brain and Other Nervous System,31010-31040,Female,F,2010,Hawaii,15,23
Brain and Other Nervous System,31010-31040,Female,F,2010,Idaho,16,39
Brain and Other Nervous System,31010-31040,Female,F,2010,Illinois,17,408
Brain and Other Nervous System,31010-31040,Female,F,2010,Indiana,18,214
Brain and Other Nervous System,31010-31040,Female,F,2010,Iowa,19,103
Brain and Other Nervous System,31010-31040,Female,F,2010,Kansas,20,86
Brain and Other Nervous System,31010-31040,Female,F,2010,Kentucky,21,151
Brain and Other Nervous System,31010-31040,Female,F,2010,Louisiana,22,128
Brain and Other Nervous System,31010-31040,Female,F,2010,Maine,23,57
Brain and Other Nervous System,31010-31040,Female,F,2010,Maryland,24,171
Brain and Other Nervous System,31010-31040,Female,F,2010,Massachusetts,25,223
Brain and Other Nervous System,31010-31040,Female,F,2010,Michigan,26,313
Brain and Other Nervous System,31010-31040,Female,F,2010,Minnesota,27,140
Brain and Other Nervous System,31010-31040,Female,F,2010,Mississippi,28,104
Brain and Other Nervous System,31010-31040,Female,F,2010,Missouri,29,185
Brain and Other Nervous System,31010-31040,Female,F,2010,Montana,30,35
Brain and Other Nervous System,31010-31040,Female,F,2010,Nebraska,31,71
Brain and Other Nervous System,31010-31040,Female,F,2010,Nevada,32,71
Brain and Other Nervous System,31010-31040,Female,F,2010,New Hampshire,33,52
Brain and Other Nervous System,31010-31040,Female,F,2010,New Jersey,34,313
Brain and Other Nervous System,31010-31040,Female,F,2010,New Mexico,35,56
Brain and Other Nervous System,31010-31040,Female,F,2010,New York,36,614
Brain and Other Nervous System,31010-31040,Female,F,2010,North Carolina,37,322
Brain and Other Nervous System,31010-31040,Female,F,2010,North Dakota,38,23
Brain and Other Nervous System,31010-31040,Female,F,2010,Ohio,39,405
Brain and Other Nervous System,31010-31040,Female,F,2010,Oklahoma,40,118
Brain and Other Nervous System,31010-31040,Female,F,2010,Oregon,41,140
Brain and Other Nervous System,31010-31040,Female,F,2010,Pennsylvania,42,467
Brain and Other Nervous System,31010-31040,Female,F,2010,Rhode Island,44,36
Brain and Other Nervous System,31010-31040,Female,F,2010,South Carolina,45,153
Brain and Other Nervous System,31010-31040,Female,F,2010,South Dakota,46,26
Brain and Other Nervous System,31010-31040,Female,F,2010,Tennessee,47,209
Brain and Other Nervous System,31010-31040,Female,F,2010,Texas,48,691
Brain and Other Nervous System,31010-31040,Female,F,2010,Utah,49,81
Brain and Other Nervous System,31010-31040,Female,F,2010,Vermont,50,16
Brain and Other Nervous System,31010-31040,Female,F,2010,Virginia,51,244
Brain and Other Nervous System,31010-31040,Female,F,2010,Washington,53,254
Brain and Other Nervous System,31010-31040,Female,F,2010,West Virginia,54,69
Brain and Other Nervous System,31010-31040,Female,F,2010,Wisconsin,55,201
Brain and Other Nervous System,31010-31040,Female,F,2010,Wyoming,56,26
Brain and Other Nervous System,31010-31040,Female,F,2011,Alabama,1,134
Brain and Other Nervous System,31010-31040,Female,F,2011,Alaska,2,16
Brain and Other Nervous System,31010-31040,Female,F,2011,Arizona,4,221
Brain and Other Nervous System,31010-31040,Female,F,2011,Arkansas,5,85
Brain and Other Nervous System,31010-31040,Female,F,2011,California,6,993
Brain and Other Nervous System,31010-31040,Female,F,2011,Colorado,8,145
Brain and Other Nervous System,31010-31040,Female,F,2011,Connecticut,9,129
Brain and Other Nervous System,31010-31040,Female,F,2011,Delaware,10,35
Brain and Other Nervous System,31010-31040,Female,F,2011,Florida,12,646
Brain and Other Nervous System,31010-31040,Female,F,2011,Georgia,13,267
Brain and Other Nervous System,31010-31040,Female,F,2011,Hawaii,15,24
Brain and Other Nervous System,31010-31040,Female,F,2011,Idaho,16,33
Brain and Other Nervous System,31010-31040,Female,F,2011,Illinois,17,410
Brain and Other Nervous System,31010-31040,Female,F,2011,Indiana,18,196
Brain and Other Nervous System,31010-31040,Female,F,2011,Iowa,19,126
Brain and Other Nervous System,31010-31040,Female,F,2011,Kansas,20,105
Brain and Other Nervous System,31010-31040,Female,F,2011,Kentucky,21,162
Brain and Other Nervous System,31010-31040,Female,F,2011,Louisiana,22,117
Brain and Other Nervous System,31010-31040,Female,F,2011,Maine,23,40
Brain and Other Nervous System,31010-31040,Female,F,2011,Maryland,24,189
Brain and Other Nervous System,31010-31040,Female,F,2011,Massachusetts,25,231
Brain and Other Nervous System,31010-31040,Female,F,2011,Michigan,26,322
Brain and Other Nervous System,31010-31040,Female,F,2011,Minnesota,27,177
Brain and Other Nervous System,31010-31040,Female,F,2011,Mississippi,28,91
Brain and Other Nervous System,31010-31040,Female,F,2011,Missouri,29,203
Brain and Other Nervous System,31010-31040,Female,F,2011,Montana,30,36
